Id,Name,Type,Address
593aba6a-aa7e-4650-b72a-143e47cc4f2c,KFC 동덕여대점,KFC,서울 성북구 16길 88
947e5a65-a1b8-4fc9-82ea-5ac017ae0c64,KFC 목동파리공원점,KFC,서울 양천구 64로 67
71fa1901-1569-4794-bf41-e238a5cb2828,프랭크버거 남영역점,프랭크버거,서울 용산구 14길 74
874e2050-4159-4a1a-ac76-f68631bfae93,버거킹 남영역점,버거킹,서울 용산구 75로 18
0eb8caf5-2eac-463c-940c-5e7be8e4ff12,프랭크버거 길동역점,프랭크버거,서울 강동구 16로 84
0b01f2c8-53c1-4b5f-8d0c-1a7495645597,버거킹 강남우성점,버거킹,서울 강남구 9길 28
9b365059-fb4d-4a38-8a8c-8f24f3011ef6,서브웨이 동국대점,서브웨이,서울 중구 23길 9
e0537161-87a9-4a20-852c-e22ea52032b6,롯데리아 문정역점,롯데리아,서울 송파구 37로 82
f9199cda-b8fb-4651-9b73-3486f79c75ce,노브랜드버거 동대문장안점,노브랜드버거,서울 동대문구 80길 99
64a63f9d-06d6-4874-8dd5-a3060f24eacf,맘스터치 삼전역,맘스터치,서울 송파구 40로 62
327182bb-427f-4cfa-9146-51eab375f205,프랭크버거 연희점,프랭크버거,서울 서대문구 5로 11
d25a327a-2ab4-46aa-ab41-e4323db987f1,버거킹 서래마을점,버거킹,서울 서초구 30로 43
b641ffad-d039-4070-a5af-5d8e5b6d8fe4,서브웨이 서울시립대학교점,서브웨이,서울 동대문구 54로 25
92478009-878a-4db3-9684-8c9025253b60,롯데리아 가산그레이트밸리점,롯데리아,서울 금천구 34길 48
0171cd22-63d2-4395-a802-bf15222c87e7,버거킹 창동역점,버거킹,서울 도봉구 43로 45
6556a835-762d-4206-832a-37ffbb4fbe6a,서브웨이 당산역점,서브웨이,서울 영등포구 79길 40
0341538b-ba78-4558-a1ec-24a7684a6f20,KFC 건대스타시티점,KFC,서울 광진구 41로 84
139b8848-e630-44eb-9952-7b8e922ff4ca,서브웨이 고대하나스퀘어점,서브웨이,서울 성북구 62로 21
9e7b50ca-01f2-4104-a70c-8c86b041386d,프랭크버거 강동강일점,프랭크버거,서울 강동구 92길 16
46661634-1ca7-4e25-a926-81f6a6954319,롯데리아 강남역점,롯데리아,서울 강남구 10길 98
9eb89fb1-71a1-47ae-b83b-51328fcb2a46,롯데리아 노량진역점,롯데리아,서울 동작구 73길 87
cabaa05b-6659-48e1-99a0-9ec0a84760a0,맘스터치 중랑점,맘스터치,서울 중랑구 39길 85
8605e4f7-ce73-4213-b332-fb8c895be975,KFC 목동2호점,KFC,서울 양천구 37길 66
a657cf59-ebfd-4364-aadf-01a15362ed99,롯데리아 가산디지털단지점,롯데리아,서울 금천구 36로 9
664d93b7-c9c2-4ffa-b85d-516003aeb1fb,맘스터치 선유도역점,맘스터치,서울 영등포구 33로 94
eebd4dd1-0693-4af2-8205-1518ac9f9397,KFC 서울대점,KFC,서울 관악구 21길 88
956dd44f-f667-4b51-9a11-2b71b317fa02,롯데리아 가산디지털단지점,롯데리아,서울 금천구 36로 60
025843ba-c898-42cd-8e05-d757982a637c,노브랜드버거 신정네거리역점,노브랜드버거,서울 양천구 11길 2
4c422af8-d306-4140-b562-8b3de0e67562,맘스터치 마포공덕역점,맘스터치,서울 마포구 66길 47
8a3a12ed-435d-4151-91ba-33a533261e71,롯데리아 가락시장점,롯데리아,서울 송파구 45로 75
183f0273-9e39-460e-980d-baca5afbdb6d,노브랜드버거 성수역점,노브랜드버거,서울 성동구 17로 19
0c9912d9-4b62-4401-a798-a97409f0dcac,노브랜드버거 가락시장점,노브랜드버거,서울 송파구 100로 2
92372ed5-b5e7-4fe8-ab84-c18bff53b34d,서브웨이 목동역점,서브웨이,서울 양천구 3길 68
5b2d6413-27ff-49e5-b7cd-38d467ebdecb,KFC 신촌로데오점,KFC,서울 서대문구 24길 20
58e4121e-4515-4642-97fb-a51627ad1672,버거킹 교대점,버거킹,서울 서초구 52길 12
23ae2600-f03c-4119-a5d8-d7bb8931f13c,KFC 동대문현대시티점,KFC,서울 중구 24길 65
b1d50d05-3883-4ef3-805a-371bd988d298,맘스터치 테라스용산점,맘스터치,서울 용산구 58로 38
24e31e1c-06e3-439b-9a12-9bc866abce87,버거킹 가락시장점,버거킹,서울 송파구 40로 85
7ee20a5a-7209-438d-954f-7b64e0d302d7,KFC 신당역점,KFC,서울 중구 59로 16
012fefd0-e9a6-4ce3-a5be-e9bc194f48f4,프랭크버거 서초중앙로점,프랭크버거,서울 서초구 39로 35
9c08a2e4-dd6d-44ec-a149-4d0fd3cb00e1,서브웨이 강남세곡점,서브웨이,서울 강남구 61길 71
a1a3e154-9d55-4ce8-b9ae-de7a57aa88bb,맘스터치 동덕여대점,맘스터치,서울 성북구 45길 10
ec9162b9-9fbf-47df-bdd4-4e24579a1637,프랭크버거 건대스타시티점,프랭크버거,서울 광진구 95로 29
cdf7ecff-b849-4461-bcbc-1450d064800f,노브랜드버거 연신내점,노브랜드버거,서울 은평구 82로 36
6c0f9069-52b0-4340-9c59-d6bab5eb4c62,맘스터치 경희대점,맘스터치,서울 동대문구 91길 59
4905e071-79fd-44b1-92d4-d5b8b1fc6f65,노브랜드버거 천호점,노브랜드버거,서울 강동구 45로 7
8faed238-3b45-401e-bb7b-c80534614086,KFC 관악대학동점,KFC,서울 관악구 13로 38
9c49aebe-bffb-4b0c-a482-e5b158e86fb4,노브랜드버거 마포대흥역점,노브랜드버거,서울 마포구 23길 48
10234a04-4692-4dce-b6d0-66adbf0bcb66,프랭크버거 도봉점,프랭크버거,서울 도봉구 6로 41
1fd3790c-f55f-464e-b84c-085d3bfe49b5,KFC 과기대점,KFC,서울 노원구 34길 88
211944cc-5e70-4461-af5a-306a34fb6252,롯데리아 가산센트럴점,롯데리아,서울 금천구 7길 99
e404e8a4-1519-4562-ba93-ad2360c8f357,버거킹 망우점,버거킹,서울 중랑구 5길 82
a605a0a8-94d5-44a0-bb8c-9df5dd2bbe57,노브랜드버거 방학역점,노브랜드버거,서울 도봉구 58길 95
